Date,Open,High,Low,Close,Volume,OpenInt
04-05-1990,7.2215,7.2638,7.1449,7.1449,560915,0
07-05-1990,7.1449,7.1875,7.0767,7.1109,779592,0
08-05-1990,7.0343,7.3745,7.0343,7.332,1225992,0
09-05-1990,7.2638,7.3745,7.1875,7.2638,802396,0
10-05-1990,7.2215,7.2982,7.0767,7.1109,1004260,0
11-05-1990,7.1449,7.332,7.0767,7.2982,1222582,0
14-05-1990,7.2215,7.2982,7.1109,7.1449,1460305,0
15-05-1990,7.0767,7.1109,7.0003,7.0343,930076,0
16-05-1990,7.0767,7.1875,7.0767,7.1109,843782,0
17-05-1990,7.1449,7.2215,7.1109,7.1449,844839,0
18-05-1990,7.1875,7.3745,7.1875,7.332,963113,0
21-05-1990,7.332,7.4851,7.2982,7.4085,916082,0
22-05-1990,7.5617,7.7064,7.4851,7.5192,1434438,0
23-05-1990,7.6719,7.6719,7.5617,7.6297,1054578,0
24-05-1990,7.6297,7.6719,7.5617,7.5955,560562,0
25-05-1990,7.5192,7.5617,7.4851,7.4851,388204,0
29-05-1990,7.4851,7.6297,7.4851,7.5955,701403,0
30-05-1990,7.6297,7.7404,7.5955,7.6297,1142519,0
31-05-1990,7.6719,7.8934,7.6297,7.8934,1011903,0
01-06-1990,7.9699,8.0803,7.8934,8.0803,1271252,0
04-06-1990,8.0378,8.0803,7.6719,7.9274,1175556,0
05-06-1990,8.0039,8.0378,7.6297,7.7064,1231870,0
06-06-1990,7.5955,7.8169,7.5617,7.6297,1087733,0
07-06-1990,7.6297,7.6719,7.4851,7.6297,734090,0
08-06-1990,7.7064,7.7404,7.5192,7.6297,593832,0
11-06-1990,7.5617,7.6297,7.5617,7.6297,328248,0
12-06-1990,7.7064,7.8595,7.6719,7.8169,626986,0
13-06-1990,7.8169,7.8934,7.7404,7.7404,520588,0
14-06-1990,7.6297,7.7064,7.6297,7.7064,403726,0
15-06-1990,7.6297,7.7064,7.6297,7.6719,701996,0
18-06-1990,7.6297,7.6719,7.4085,7.4851,463448,0
19-06-1990,7.4426,7.5617,7.4426,7.5192,628632,0
20-06-1990,7.5192,7.5955,7.4851,7.4851,591835,0
21-06-1990,7.5617,7.5955,7.4085,7.4851,788053,0
22-06-1990,7.5192,7.5192,7.3745,7.4085,909621,0
25-06-1990,7.4426,7.4851,7.2982,7.332,910674,0
26-06-1990,7.332,7.5192,7.332,7.5192,733385,0
27-06-1990,7.5192,7.7064,7.4426,7.6719,580782,0
28-06-1990,7.6719,7.7404,7.5955,7.6719,648029,0
29-06-1990,7.6719,7.6719,7.5955,7.6297,917731,0
02-07-1990,7.5955,7.7828,7.5617,7.7404,919730,0
03-07-1990,7.7404,7.8595,7.7064,7.7828,627573,0
05-07-1990,7.7828,7.7828,7.7064,7.7064,491432,0
06-07-1990,7.6719,7.8169,7.6297,7.7404,279694,0
09-07-1990,7.7404,7.8169,7.6719,7.7064,431238,0
10-07-1990,7.7064,7.7404,7.6297,7.6297,378803,0
11-07-1990,7.7064,7.7064,7.6297,7.6719,364344,0
12-07-1990,7.8169,7.8595,7.7404,7.8595,935599,0
13-07-1990,7.8595,7.8934,7.7064,7.7064,510946,0
16-07-1990,7.7404,7.7828,7.4085,7.5192,1044232,0
17-07-1990,7.5192,7.6297,7.5192,7.5617,844487,0
18-07-1990,7.5617,7.5617,7.4851,7.4851,970165,0
19-07-1990,7.5192,7.5617,7.4426,7.5617,403726,0
20-07-1990,7.5955,7.6719,7.5617,7.5955,429943,0
23-07-1990,7.5617,7.5617,7.2638,7.3745,672131,0
24-07-1990,7.4085,7.7064,7.332,7.6719,917026,0
25-07-1990,7.7064,7.7404,7.5192,7.5192,878109,0
26-07-1990,7.4851,7.4851,7.4085,7.4851,666018,0
27-07-1990,7.4426,7.5617,7.4085,7.5192,512593,0
30-07-1990,7.4511,7.5617,7.4169,7.5617,367399,0
31-07-1990,7.5277,7.5617,7.4511,7.4935,362813,0
01-08-1990,7.4935,7.5277,7.4511,7.4935,330245,0
02-08-1990,7.5277,7.5617,7.4511,7.4511,587482,0
03-08-1990,7.3833,7.5617,7.2299,7.5277,1382002,0
06-08-1990,7.3833,7.4169,7.0087,7.1194,1302056,0
07-08-1990,7.1534,7.2638,7.1194,7.196,725040,0
08-08-1990,7.2638,7.4511,7.2299,7.3404,961933,0
09-08-1990,7.3404,7.4169,7.2638,7.3066,467800,0
10-08-1990,7.3404,7.3833,7.0767,7.1194,834256,0
13-08-1990,7.0428,7.2299,7.0087,7.2299,531522,0
14-08-1990,7.2555,7.2982,7.1788,7.2555,925841,0
15-08-1990,7.2555,7.332,7.2555,7.332,1207417,0
16-08-1990,7.2982,7.2982,7.1362,7.1362,551862,0
17-08-1990,6.9833,7.0258,6.7453,6.9067,1451135,0
20-08-1990,6.9067,7.0598,6.8301,6.9067,811097,0
21-08-1990,6.8301,6.8643,6.6262,6.7876,988506,0
22-08-1990,6.7876,6.8643,6.6685,6.6685,697294,0
23-08-1990,6.5154,6.7876,6.4305,6.6262,1062339,0
24-08-1990,6.711,6.9407,6.711,6.9067,1409865,0
27-08-1990,7.2215,7.2982,7.1362,7.2555,1259500,0
28-08-1990,7.1788,7.2555,7.0598,7.2555,475441,0
29-08-1990,7.2982,7.5362,7.2555,7.4169,998029,0
30-08-1990,7.4935,7.4935,7.2555,7.2555,406430,0
31-08-1990,7.2555,7.2982,7.1023,7.2215,315079,0
04-09-1990,7.2555,7.4935,7.1788,7.4935,675660,0
05-09-1990,7.5362,7.6468,7.4935,7.6468,615465,0
06-09-1990,7.6468,7.6468,7.4935,7.5362,373745,0
07-09-1990,7.6126,7.8083,7.5701,7.7318,614876,0
10-09-1990,7.8083,7.8424,7.6468,7.689,482144,0
11-09-1990,7.7318,7.7318,7.4511,7.4935,526348,0
12-09-1990,7.6126,7.6126,7.4511,7.5701,536929,0
13-09-1990,7.6468,7.6468,7.4935,7.5362,610644,0
14-09-1990,7.5362,7.5701,7.4169,7.5701,572081,0
17-09-1990,7.5701,7.5701,7.4935,7.5362,380801,0
18-09-1990,7.4935,7.5701,7.4511,7.4935,528468,0
19-09-1990,7.5362,7.6126,7.4511,7.5362,473209,0
20-09-1990,7.4935,7.5362,7.4511,7.5362,658967,0
21-09-1990,7.5362,7.5362,7.4511,7.4935,770419,0
24-09-1990,7.4511,7.4935,7.1788,7.2215,651322,0
25-09-1990,7.2215,7.4511,7.2215,7.4511,509890,0
26-09-1990,7.4935,7.5362,7.332,7.4169,682006,0
27-09-1990,7.4169,7.4935,7.2982,7.332,677187,0
28-09-1990,7.2555,7.3745,7.1788,7.3745,577845,0
01-10-1990,7.3745,7.8424,7.3745,7.8083,1305347,0
02-10-1990,8.0803,8.1233,7.9613,8.0466,1314754,0
03-10-1990,8.0039,8.0466,7.6468,7.7658,1084204,0
04-10-1990,7.689,7.9613,7.5701,7.9274,747493,0
05-10-1990,7.689,7.9274,7.5362,7.7318,711872,0
08-10-1990,7.7658,7.9274,7.7318,7.8083,691765,0
09-10-1990,7.7658,7.8424,7.5362,7.5362,655554,0
10-10-1990,7.4511,7.7318,7.2982,7.2982,1234339,0
11-10-1990,7.2982,7.4511,7.2215,7.332,667311,0
12-10-1990,7.3745,7.4511,7.2982,7.4169,460982,0
15-10-1990,7.4511,7.5701,6.5154,6.7453,3101544,0
16-10-1990,6.8301,7.1362,6.7876,7.0598,1788312,0
17-10-1990,7.0598,7.0598,6.9067,7.0598,557975,0
18-10-1990,7.0598,7.2555,7.0258,7.2215,656380,0
19-10-1990,7.2555,7.332,7.1788,7.2982,733032,0
22-10-1990,7.2215,7.3745,7.1788,7.332,504481,0
23-10-1990,7.3745,7.3745,7.2555,7.332,611705,0
24-10-1990,7.332,7.4169,7.2555,7.3745,560562,0
25-10-1990,7.3745,7.4169,7.2555,7.2982,362343,0
26-10-1990,7.2215,7.2982,7.0258,7.0258,505185,0
29-10-1990,7.0598,7.2215,6.9067,6.9833,875408,0
30-10-1990,6.9833,7.1023,6.9407,7.1023,446283,0
31-10-1990,7.1788,7.1788,6.9833,6.9833,388441,0
01-11-1990,6.9833,7.1023,6.9407,7.1023,526938,0
02-11-1990,7.1023,7.3745,7.0258,7.2982,507655,0
05-11-1990,7.3066,7.4595,7.3066,7.4256,444991,0
06-11-1990,7.3404,7.3833,7.2299,7.2299,407370,0
07-11-1990,7.1109,7.1875,6.9152,6.9917,765952,0
08-11-1990,6.9491,6.9917,6.9152,6.9917,591247,0
09-11-1990,7.0685,7.3404,6.9917,7.2299,480497,0
12-11-1990,7.2299,7.4256,7.2299,7.3833,394675,0
13-11-1990,7.3404,7.4256,7.0685,7.1109,783235,0
14-11-1990,7.1109,7.1875,6.9152,7.1875,691063,0
15-11-1990,7.0685,7.3404,7.0685,7.3404,533522,0
16-11-1990,7.3404,7.4595,7.3066,7.3833,447460,0
19-11-1990,7.3404,7.4256,7.3404,7.3833,352702,0
20-11-1990,7.3833,7.4256,7.3066,7.3066,418655,0
21-11-1990,7.2638,7.3066,7.1875,7.2638,378093,0
23-11-1990,7.2638,7.3066,7.2299,7.2638,188576,0
26-11-1990,7.1875,7.2299,7.1109,7.2299,303438,0
27-11-1990,7.2299,7.2638,7.1449,7.1875,547863,0
28-11-1990,7.1875,7.3066,7.1449,7.3066,435823,0
29-11-1990,7.3066,7.3404,7.1875,7.2638,406315,0
30-11-1990,7.2299,7.3066,7.1449,7.2638,811097,0
03-12-1990,7.2638,7.5362,7.2638,7.5362,1191781,0
04-12-1990,7.5788,7.6977,7.5362,7.6977,701289,0
05-12-1990,7.6212,7.7743,7.5362,7.7404,994030,0
06-12-1990,7.5788,7.6553,7.4595,7.4595,1481348,0
07-12-1990,7.4595,7.5362,7.3404,7.4595,475793,0
10-12-1990,7.4256,7.4256,7.3066,7.3833,583487,0
11-12-1990,7.3066,7.3404,7.2638,7.3404,232902,0
12-12-1990,7.3404,7.3404,7.2299,7.3066,1010610,0
13-12-1990,7.3066,7.3404,7.1875,7.2299,964286,0
14-12-1990,7.2299,7.2299,6.9491,7.0685,811686,0
17-12-1990,6.9152,6.9917,6.8301,6.9917,955236,0
18-12-1990,6.8725,7.0685,6.8725,6.9917,1314164,0
19-12-1990,6.9917,7.1875,6.9491,7.1449,939245,0
20-12-1990,7.1449,7.2299,7.1449,7.1875,820855,0
21-12-1990,7.1875,7.1875,7.0685,7.0685,1142401,0
24-12-1990,7.0685,7.1449,6.9917,7.1109,479677,0
26-12-1990,7.1109,7.1449,7.0685,7.1109,366927,0
27-12-1990,7.1109,7.1109,7.0258,7.0685,464622,0
28-12-1990,7.0685,7.1109,7.0258,7.0685,361286,0
31-12-1990,7.1109,7.1449,7.0258,7.1449,285101,0
02-01-1991,7.0685,7.0685,6.9917,7.0258,602885,0
03-01-1991,6.9917,7.0258,6.7193,6.7193,986626,0
04-01-1991,6.796,6.8301,6.6771,6.7193,1367071,0
07-01-1991,6.6346,6.6771,6.5154,6.5154,1508272,0
08-01-1991,6.5154,6.7193,6.5154,6.5154,1113715,0
09-01-1991,6.6005,6.7193,6.4815,6.4815,1590214,0
10-01-1991,6.5154,6.5578,6.4815,6.5154,673544,0
11-01-1991,6.5578,6.6346,6.4815,6.6346,699645,0
14-01-1991,6.4815,6.6005,6.4387,6.4815,586307,0
15-01-1991,6.4387,6.6346,6.4387,6.6005,745023,0
16-01-1991,6.5578,6.7536,6.0903,6.1668,3432377,0
17-01-1991,6.4051,6.4815,6.1668,6.2856,6867695,0
18-01-1991,6.2093,6.2856,6.0903,6.2434,2729323,0
21-01-1991,6.1668,6.2856,6.1242,6.2434,1417860,0
22-01-1991,6.2093,6.3199,6.1668,6.2434,1620783,0
23-01-1991,6.2434,6.2434,6.0903,6.1668,2630097,0
24-01-1991,6.2093,6.4387,6.2093,6.4387,1106895,0
25-01-1991,6.4387,6.5154,6.4051,6.4387,937129,0
28-01-1991,6.4132,6.524,6.4132,6.4132,455928,0
29-01-1991,6.4474,6.4474,6.3709,6.4474,555623,0
30-01-1991,6.4132,6.524,6.2944,6.2944,903974,0
31-01-1991,6.2944,6.4132,6.2944,6.4132,724685,0
01-02-1991,6.4897,6.4897,6.3283,6.3709,1004142,0
04-02-1991,6.3283,6.6429,6.3283,6.6429,1241627,0
05-02-1991,6.6429,6.8046,6.6092,6.8046,1025069,0
06-02-1991,6.7281,7.315,6.6857,7.0767,2204623,0
07-02-1991,7.1534,7.315,7.0767,7.1194,1788433,0
08-02-1991,7.1534,7.1534,6.9236,7.0003,1377183,0
11-02-1991,7.0003,7.196,6.8389,7.196,1356376,0
12-02-1991,7.1194,7.1534,7.0003,7.0003,1101017,0
13-02-1991,6.9236,7.0003,6.8389,7.0003,991915,0
14-02-1991,6.9236,7.1534,6.8812,7.0343,1077388,0
15-02-1991,6.9579,7.0343,6.9236,7.0003,1046232,0
19-02-1991,6.9579,7.0003,6.8389,6.8389,1157566,0
20-02-1991,6.8389,6.9236,6.8046,6.8812,775002,0
21-02-1991,6.9236,6.9579,6.8046,6.8389,819325,0
22-02-1991,6.8389,6.9579,6.7622,6.7622,1551651,0
25-02-1991,6.9236,6.9579,6.8046,6.8389,705641,0
26-02-1991,6.8389,6.8812,6.4897,6.6092,1225521,0
27-02-1991,6.6092,6.6857,6.4897,6.6092,1170853,0
28-02-1991,6.6857,7.0003,6.6429,7.0003,1247858,0
01-03-1991,6.9236,7.1194,6.8812,7.0767,876348,0
04-03-1991,7.1194,7.1534,7.0003,7.0767,577021,0
05-03-1991,7.0767,7.196,7.0767,7.0767,620286,0
06-03-1991,7.196,7.2383,7.1194,7.196,897979,0
07-03-1991,7.1534,7.2383,7.1194,7.1194,474853,0
08-03-1991,7.1534,7.196,7.0003,7.1534,990506,0
11-03-1991,7.1194,7.1534,7.0003,7.0003,427712,0
12-03-1991,7.0767,7.0767,6.8812,6.9236,575375,0
13-03-1991,6.9579,7.0003,6.8812,7.0003,484380,0
14-03-1991,7.0003,7.1534,6.9236,6.9236,689888,0
15-03-1991,7.0003,7.0003,6.9236,6.9236,949238,0
18-03-1991,6.9236,6.9579,6.8812,6.8812,510946,0
19-03-1991,6.8046,6.9236,6.7622,6.8389,512479,0
20-03-1991,6.7622,6.8812,6.7622,6.8046,611467,0
21-03-1991,6.8389,6.9236,6.6857,6.7622,689765,0
22-03-1991,6.6857,6.7622,6.6429,6.6857,524586,0
25-03-1991,6.7281,6.7622,6.6429,6.7281,790402,0
26-03-1991,6.6429,6.8046,6.6429,6.7622,685887,0
27-03-1991,6.7281,6.8812,6.7281,6.8046,408193,0
28-03-1991,6.8046,6.9236,6.7622,6.9236,1131585,0
01-04-1991,6.9579,7.1194,6.9236,7.0767,642740,0
02-04-1991,7.0767,7.3914,7.0767,7.349,1515325,0
03-04-1991,7.349,7.5107,7.315,7.3914,1129467,0
04-04-1991,7.4341,7.5533,7.3914,7.5107,795933,0
05-04-1991,7.5107,7.5871,7.4341,7.5107,696353,0
08-04-1991,7.4341,7.468,7.349,7.468,436175,0
09-04-1991,7.3914,7.4341,7.315,7.349,741849,0
10-04-1991,7.2726,7.349,7.0767,7.1194,594303,0
11-04-1991,7.1194,7.1534,6.9236,7.0003,1369187,0
12-04-1991,7.0343,7.2383,7.0343,7.1534,869528,0
15-04-1991,7.1194,7.2383,7.1194,7.2383,646501,0
16-04-1991,7.196,7.3914,7.1534,7.3914,774180,0
17-04-1991,7.3914,7.468,7.349,7.468,1064219,0
18-04-1991,7.349,7.6297,7.315,7.4341,1138523,0
19-04-1991,7.3914,7.4341,7.2726,7.315,454985,0
22-04-1991,7.315,7.349,7.1534,7.1534,489666,0
23-04-1991,7.196,7.315,7.1534,7.2726,513063,0
24-04-1991,7.2726,7.315,7.2383,7.315,585723,0
25-04-1991,7.315,7.349,7.2383,7.2383,423123,0
26-04-1991,7.2383,7.315,7.196,7.315,685298,0
29-04-1991,7.315,7.349,7.196,7.196,446992,0
30-04-1991,7.196,7.2726,7.0767,7.196,602647,0
01-05-1991,7.1534,7.2726,7.1534,7.2383,365753,0
02-05-1991,7.2383,7.315,7.196,7.196,459336,0
03-05-1991,7.196,7.349,7.196,7.349,543397,0
06-05-1991,7.281,7.3235,7.2043,7.2471,313315,0
07-05-1991,7.2471,7.281,7.1617,7.1617,615935,0
08-05-1991,7.2043,7.2471,7.1278,7.2043,713868,0
09-05-1991,7.2043,7.281,7.1278,7.281,608410,0
10-05-1991,7.281,7.281,7.2043,7.2043,836726,0
13-05-1991,7.281,7.281,7.1278,7.1278,489316,0
14-05-1991,7.1278,7.1617,7.0428,7.0428,438524,0
15-05-1991,7.0854,7.1278,6.966,7.0087,602295,0
16-05-1991,7.0087,7.1617,7.0087,7.1617,439582,0
17-05-1991,7.0854,7.1278,7.0428,7.1278,679658,0
20-05-1991,7.1278,7.1278,7.0087,7.0428,321314,0
21-05-1991,7.0428,7.1617,6.966,7.0428,890693,0
22-05-1991,7.0854,7.1278,7.0087,7.0428,812624,0
23-05-1991,7.0854,7.0854,6.966,7.0087,522822,0
24-05-1991,7.0087,7.0087,6.9236,6.966,477326,0
28-05-1991,6.966,7.0428,6.9236,7.0087,614876,0
29-05-1991,7.0087,7.0428,6.966,6.966,839783,0
30-05-1991,6.966,7.0087,6.9236,7.0087,782530,0
31-05-1991,7.0087,7.0854,6.9236,7.0854,607235,0
03-06-1991,7.0087,7.1278,7.0087,7.1278,749142,0
04-06-1991,7.1278,7.1278,7.0428,7.1278,540809,0
05-06-1991,7.1278,7.3235,7.1278,7.1617,1013900,0
06-06-1991,7.1617,7.281,7.1617,7.2471,619932,0
07-06-1991,7.2043,7.2471,7.1278,7.1617,453572,0
10-06-1991,7.1617,7.2043,7.0854,7.0854,502128,0
11-06-1991,7.0854,7.1617,7.0854,7.1617,531050,0
12-06-1991,7.281,7.3235,7.1617,7.2471,1044584,0
13-06-1991,7.2471,7.3576,7.2043,7.3576,855538,0
14-06-1991,7.4,7.5617,7.4,7.5617,1342854,0
17-06-1991,7.5192,7.7148,7.5192,7.5955,1237043,0
18-06-1991,7.6381,7.7148,7.4766,7.5192,955589,0
19-06-1991,7.4766,7.4766,7.4,7.4766,826849,0
20-06-1991,7.4766,7.5617,7.4426,7.5192,853657,0
21-06-1991,7.4766,7.6381,7.4766,7.5955,730561,0
24-06-1991,7.5617,7.6381,7.5192,7.5955,536340,0
25-06-1991,7.5617,7.5955,7.4,7.4426,401495,0
26-06-1991,7.4,7.4766,7.3235,7.3235,547979,0
27-06-1991,7.3576,7.5192,7.3235,7.5192,624636,0
28-06-1991,7.4766,7.5192,7.3576,7.4426,569261,0
01-07-1991,7.4766,7.6719,7.4766,7.6719,450989,0
02-07-1991,7.6381,7.7148,7.5955,7.6381,712340,0
03-07-1991,7.5617,7.5955,7.4426,7.4766,723745,0
05-07-1991,7.5192,7.5955,7.4766,7.5617,361520,0
08-07-1991,7.5617,7.7148,7.4766,7.6381,787232,0
09-07-1991,7.6381,7.8338,7.5955,7.7573,891161,0
10-07-1991,7.9529,7.9868,7.8764,7.8764,1499101,0
11-07-1991,7.9868,7.9868,7.5955,7.8338,715279,0
12-07-1991,7.8764,7.9529,7.8338,7.8764,710224,0
15-07-1991,7.9529,7.9529,7.8338,7.8764,619342,0
16-07-1991,7.9529,7.9868,7.8764,7.8764,843663,0
17-07-1991,7.8764,7.9529,7.8338,7.8764,663198,0
18-07-1991,7.9529,8.0722,7.9102,8.0722,760189,0
19-07-1991,8.1061,8.1486,8.0294,8.1061,673897,0
22-07-1991,8.1061,8.2251,8.0722,8.1486,559737,0
23-07-1991,8.1909,8.1909,8.0294,8.0294,687414,0
24-07-1991,8.1061,8.1909,8.0722,8.1909,575726,0
25-07-1991,8.1909,8.1909,8.0722,8.1061,637801,0
26-07-1991,8.1061,8.1061,8.0294,8.0722,343883,0
29-07-1991,8.0294,8.1909,8.0294,8.1486,320137,0
30-07-1991,7.9102,7.9868,7.8338,7.9868,1355316,0
31-07-1991,7.9868,8.0294,7.8338,7.8764,1113715,0
01-08-1991,7.7915,7.8338,7.7148,7.7573,689297,0
02-08-1991,7.7915,8.1061,7.5955,7.6381,678836,0
05-08-1991,7.681,7.7233,7.6042,7.681,285333,0
06-08-1991,7.7233,7.8424,7.7233,7.7999,735503,0
07-08-1991,7.8424,7.919,7.7999,7.8848,656850,0
08-08-1991,7.8848,7.9613,7.7999,7.8424,567144,0
09-08-1991,7.8848,7.8848,7.7658,7.7999,598651,0
12-08-1991,7.8424,7.8424,7.6468,7.681,539987,0
13-08-1991,7.8424,7.8424,7.6297,7.7999,924432,0
14-08-1991,7.8424,7.8424,7.6719,7.7148,648734,0
15-08-1991,7.7573,7.8848,7.7573,7.7999,484380,0
16-08-1991,7.8848,8.2507,7.7573,7.7573,435936,0
19-08-1991,7.2982,7.6719,7.2555,7.5871,1052932,0
20-08-1991,7.7148,7.7148,7.4256,7.5107,1316283,0
21-08-1991,7.7573,8.0891,7.7148,8.0039,1744110,0
22-08-1991,8.1313,8.4634,8.1313,8.4206,2191100,0
23-08-1991,8.4206,8.5056,8.2163,8.2932,1661226,0
26-08-1991,8.2932,8.2932,8.1313,8.2163,635922,0
27-08-1991,8.2507,8.2507,8.0891,8.1741,665898,0
28-08-1991,8.1741,8.2163,8.0039,8.0891,899276,0
29-08-1991,8.1741,8.3783,8.1313,8.3783,878346,0
30-08-1991,8.4634,8.5824,8.4206,8.5483,670133,0
03-09-1991,8.5824,8.6244,8.4206,8.4206,793460,0
04-09-1991,8.4634,8.4634,8.2932,8.3783,589835,0
05-09-1991,8.4634,8.5824,8.4634,8.5824,813093,0
06-09-1991,8.6244,8.6679,8.5483,8.5824,967461,0
09-09-1991,8.6244,8.6679,8.4634,8.5056,544690,0
10-09-1991,8.4634,8.5056,8.3783,8.4206,676365,0
11-09-1991,8.3783,8.4634,8.3358,8.3358,556918,0
12-09-1991,8.3783,8.4634,8.3783,8.3783,609351,0
13-09-1991,8.4206,8.4634,8.2932,8.2932,737734,0
16-09-1991,8.3358,8.4206,8.2507,8.4206,673426,0
17-09-1991,8.4206,8.4634,8.2932,8.3358,409722,0
18-09-1991,8.2932,8.3783,8.2507,8.3783,532109,0
19-09-1991,8.3783,8.4206,8.2163,8.2163,741849,0
20-09-1991,8.2507,8.2932,8.1741,8.2932,1049877,0
23-09-1991,8.2932,8.3783,8.2507,8.2507,447933,0
24-09-1991,8.3358,8.4206,8.2163,8.3783,1229049,0
25-09-1991,8.3783,8.4634,8.3358,8.4206,1070687,0
26-09-1991,8.4206,8.4634,8.3358,8.3783,662138,0
27-09-1991,8.3783,8.4206,8.3358,8.3783,301444,0
30-09-1991,8.3783,8.5483,8.3358,8.5056,677660,0
01-10-1991,8.5824,8.5824,8.5056,8.5056,374567,0
02-10-1991,8.4634,8.5056,8.4206,8.4634,519294,0
03-10-1991,8.4206,8.4634,8.2932,8.2932,302150,0
04-10-1991,8.2932,8.3783,8.2163,8.2932,467448,0
07-10-1991,8.2932,8.3358,8.1741,8.1741,744201,0
08-10-1991,8.2163,8.2932,8.0891,8.2163,688947,0
09-10-1991,8.2163,8.2932,8.2163,8.2163,815915,0
10-10-1991,8.1741,8.2163,8.1313,8.2163,481672,0
11-10-1991,8.2507,8.2932,8.1741,8.2163,419481,0
14-10-1991,8.1313,8.5824,8.1313,8.5483,786056,0
15-10-1991,8.6244,9.1706,8.6244,9.0827,2281277,0
16-10-1991,9.1261,9.1706,9.0002,9.0827,1179670,0
17-10-1991,9.1706,9.2451,9.0427,9.1261,1214706,0
18-10-1991,9.0827,9.1261,8.8373,8.8373,661432,0
21-10-1991,8.8373,9.0827,8.7958,9.0827,926550,0
22-10-1991,9.0427,9.2451,9.0427,9.1706,779117,0
23-10-1991,9.2451,9.2451,9.1261,9.1706,548215,0
24-10-1991,9.1706,9.2131,8.9132,8.956,880581,0
25-10-1991,9.0427,9.0427,8.88,8.956,518705,0
28-10-1991,8.9132,9.0002,8.9132,9.0002,444520,0
29-10-1991,9.0002,9.1706,8.956,9.0427,841076,0
30-10-1991,9.0827,9.1261,9.0427,9.0827,784173,0
31-10-1991,9.0827,9.1261,9.0002,9.0827,362108,0
01-11-1991,9.1261,9.2451,9.1261,9.2131,511298,0
04-11-1991,9.1349,9.1783,9.0087,9.0522,369159,0
05-11-1991,9.1349,9.2954,9.0898,9.1349,753722,0
06-11-1991,9.1783,9.4229,9.0898,9.3826,592423,0
07-11-1991,9.3826,9.3826,9.2197,9.2954,685416,0
08-11-1991,9.2954,9.4662,9.2549,9.4229,639452,0
11-11-1991,9.4229,9.4662,9.3826,9.4662,409368,0
12-11-1991,9.4662,9.552,9.3826,9.511,525526,0
13-11-1991,9.4662,9.841,9.4229,9.757,791111,0
14-11-1991,9.757,9.798,9.511,9.585,765011,0
15-11-1991,9.552,9.552,9.0522,9.0898,627809,0
18-11-1991,9.0522,9.2197,8.8457,9.1783,792638,0
19-11-1991,9.0522,9.0898,8.8039,9.0522,1074800,0
20-11-1991,9.1349,9.1783,8.9644,8.9644,660843,0
21-11-1991,9.0087,9.0522,8.9214,8.9214,539163,0
22-11-1991,8.88,9.0087,8.7192,8.8039,801102,0
25-11-1991,8.7606,9.0087,8.7606,8.9644,737498,0
26-11-1991,9.1349,9.4662,9.0898,9.4229,1029184,0
27-11-1991,9.4229,9.511,9.2549,9.2954,628392,0
29-11-1991,9.2197,9.2549,9.0522,9.0898,322487,0
02-12-1991,8.9214,9.2954,8.88,9.2549,798518,0
03-12-1991,9.2197,9.3826,9.2197,9.3826,519530,0
04-12-1991,9.2954,9.4229,9.1783,9.3826,610998,0
05-12-1991,9.3395,9.585,9.2954,9.585,662723,0
06-12-1991,9.511,9.798,9.511,9.628,726096,0
09-12-1991,9.585,10.046,9.585,9.925,1384945,0
10-12-1991,9.883,10.172,9.841,10.088,934778,0
11-12-1991,10.002,10.046,9.712,9.712,1150870,0
12-12-1991,9.883,10.088,9.841,9.961,751256,0
13-12-1991,10.046,10.13,9.925,9.961,806276,0
16-12-1991,9.925,10.002,9.841,10.002,496020,0
17-12-1991,10.002,10.172,9.925,10.088,630510,0
18-12-1991,10.088,10.088,9.961,10.046,1205417,0
19-12-1991,10.002,10.259,9.961,10.259,605709,0
20-12-1991,10.709,10.75,10.172,10.421,1752225,0
23-12-1991,10.463,10.623,10.421,10.591,613466,0
24-12-1991,10.623,10.75,10.547,10.591,566439,0
26-12-1991,10.623,10.623,10.333,10.503,345411,0
27-12-1991,10.463,10.591,10.463,10.591,250654,0
30-12-1991,10.547,10.877,10.421,10.795,915967,0
31-12-1991,10.877,11.041,10.795,10.996,707640,0
02-01-1992,10.623,10.709,10.377,10.591,988037,0
03-01-1992,10.591,10.623,10.259,10.547,704464,0
06-01-1992,10.377,10.463,10.293,10.421,1131349,0
07-01-1992,10.259,10.293,10.13,10.172,818151,0
08-01-1992,10.046,10.215,10.002,10.046,1199776,0
09-01-1992,10.13,10.463,10.088,10.377,1052932,0
10-01-1992,10.503,10.591,10.377,10.463,653324,0
13-01-1992,10.421,10.591,10.377,10.591,594775,0
14-01-1992,10.547,10.623,10.463,10.547,718806,0
15-01-1992,10.591,10.877,10.503,10.877,1044938,0
16-01-1992,10.709,10.795,10.13,10.215,1062222,0
17-01-1992,10.172,10.293,10.002,10.259,1096316,0
20-01-1992,10.259,10.377,10.215,10.293,516471,0
21-01-1992,10.333,10.333,9.961,10.002,684123,0
22-01-1992,9.961,10.215,9.883,10.172,778529,0
23-01-1992,10.259,10.293,9.961,10.046,636977,0
24-01-1992,10.002,10.293,9.961,10.259,505891,0
27-01-1992,10.259,10.293,10.088,10.13,405841,0
28-01-1992,10.172,10.293,10.088,10.13,547273,0
29-01-1992,10.13,10.172,9.841,9.883,539286,0
30-01-1992,9.925,10.046,9.757,9.883,692119,0
31-01-1992,9.883,9.961,9.798,9.883,805100,0
